-0.24829687,-2.912369,-3.2398012,-0.34168407,2.6011047,-1.398598,-0.6222598,-2.4623334,-0.6484034,4.172807,-0.018791467,0.544118,-0.599649,0.0886025,-0.83348286,0.39856064,0.27893972,1.1997602,-0.07335993,-2.1349626,0.62401676,0.11287762,1.5915675,1.1743376,0.9201984,2.4335754,3.1814566,-0.7691883,2.4596334,2.029087,-3.953986,-3.2010417,1.1244705,0.053995606,-1.8789682,-3.3577356,-0.9558246,2.0447989,-1.3078699,0.7452647,2.5373592,0.38249248,1.3428499,1.0287751,2.8787715,1.5008681,2.3872006,0.27581543,-1.6377821,-0.39215204,4.9082284,-1.8753108,2.1322517,3.2018526,-2.1240697,-0.60678154,-0.73422337,0.4052749,-0.76491797,2.3495882,-3.3372228,-0.26513714,3.178417,2.6608284
0.28564498,-1.2454813,0.0994807,-1.6574376,2.789513,-0.36099887,-0.22264323,0.73271704,2.233821,0.52924186,-2.2848678,-2.2054796,-2.1482959,-2.777464,-0.8530398,-0.42618254,1.0412621,-0.11086987,0.24818766,-2.0568495,-0.19721101,-1.4715909,0.33032683,-1.4797242,-1.4137133,-1.2039483,1.1970048,-0.7855781,-1.156235,0.54572296,0.13848594,1.6407647,0.025765643,1.1185517,-0.2919684,-0.90258294,-0.12709998,-0.42308852,1.0139391,1.1986554,0.8976844,1.652976,-0.09514288,-2.4486358,0.6630987,-0.045938194,-0.5579085,-1.1825683,1.5356975,-0.5158036,-0.011025747,-1.4908986,0.8849752,1.0610048,-1.5110532,1.407042,1.1270798,-0.8226049,1.1181821,0.1131073,-0.22481856,-1.6048568,-1.9782109,-0.9029383
-1.3730019,-1.3067833,-0.8300113,0.0879753,0.80922824,0.5175247,0.0701092,-0.21439111,-1.8149621,-0.4739402,-1.3117027,-2.3256392,-0.8492843,-1.7963173,-0.5906382,-0.7986564,2.4850416,-2.0667925,0.63531137,1.9645284,-0.68850595,-0.30863878,1.0598747,-0.38018447,-1.3617536,0.79512584,0.39952242,1.1141406,-0.045692824,0.5611685,-0.16597325,-0.1114064,-0.10150715,1.1405,2.2345133,-0.012228014,0.4845331,-0.37474835,0.34389117,0.82322675,1.0279323,0.9407297,0.98605365,-2.0368192,-0.5357827,0.85976267,0.025938474,0.38091767,0.4217293,3.0039878,-0.46714145,-0.65554214,1.0744005,-0.34766322,-1.0722094,0.9896426,-0.123180054,0.84528005,1.2203753,0.26205087,0.22197282,-0.5732118,-1.5145822,-1.1770926
-1.0931895,-1.0024269,0.5897064,1.267289,1.5926092,0.04803995,0.7487362,1.2809078,0.79384565,1.6082646,-1.006507,-2.3264537,-1.1194029,-2.9748762,-1.8490347,0.22208026,1.4083381,1.3741318,0.5193403,-1.2277527,-0.6559227,-2.5340114,1.6883451,-0.5743336,-3.2565045,-1.5330781,0.7865197,-1.9976412,-1.3032888,0.83905154,-0.26419073,-2.0785747,1.189422,0.27638474,0.42889977,-1.2045819,-1.331885,-0.429896,0.674169,1.8549693,-0.020005256,1.4666584,0.31613722,-2.5579875,0.56098306,0.21395962,0.53160006,-0.52124,1.625218,-0.77632517,0.94998443,1.4499345,1.716685,-1.1181996,-0.059363496,0.90188307,0.14582703,2.5060978,1.1654471,0.76385313,0.77348346,-0.7801842,-0.8237203,2.0940375
-1.9966234,0.668015,-0.7181699,-0.26247653,2.4938314,0.15048851,0.5287539,0.7726042,1.0360813,0.5164327,0.6381109,-1.4854132,-0.96827734,-2.3165164,-1.78209,-0.15592778,2.0270808,-1.1806096,0.04970022,-0.7810942,-1.6320637,-1.791886,1.6976739,0.92061365,-3.6717663,0.90621847,0.09173988,0.055795275,0.9837248,0.08801833,-1.3286742,0.07104025,0.8943956,-0.021303777,2.0292873,-0.21211307,-0.44981182,-1.4216735,-0.75350004,0.77167404,1.0964831,0.67083263,0.5037208,-1.3566924,0.43345165,-0.37704432,1.1905988,0.024979241,1.8848996,2.4624965,-0.4311276,-0.9687224,1.5581794,0.20343705,1.9095035,-0.40321,0.18811074,1.0044556,0.006788837,0.39948553,-0.27372336,-1.1198169,-0.54527515,-2.6053674
-0.86214405,-2.2788548,-1.3323741,-2.8959768,2.2626882,1.4011776,-3.3264306,-1.5771074,3.7674627,-0.6165767,0.42620823,0.92194915,-1.9015177,1.5008761,0.5024238,-1.0626861,-2.0047584,0.5590481,-1.2939236,-4.9712534,-0.7873723,1.4277941,-1.1933695,1.2829137,1.4254352,-0.6967334,-2.350691,-1.0492405,1.1591638,0.8619255,0.7942061,-0.0779797,0.9988323,-0.70577514,0.6426715,-1.8703661,-1.2920939,2.2361412,-2.8542063,0.23271932,0.19857281,-0.7399198,0.25645572,0.2659776,1.5904993,2.3300354,-0.5184744,-0.29027972,-2.016386,-0.1221791,1.7006291,-1.3964614,1.9039085,1.0995027,0.35200012,-0.27058294,-0.083846,-1.145575,-0.7441499,1.272145,-3.374395,2.2267659,1.8024391,-0.7063142
-0.015474573,-2.4518635,-1.1269642,-0.6461345,1.4026891,1.0964231,-2.5881722,-2.040866,0.7765495,-0.7407949,0.0037816763,0.5965668,-0.380467,1.030923,1.856704,0.14432102,-3.0774024,-0.029804569,-1.3761427,-3.0660477,0.54318076,0.690566,-1.4265634,0.5904972,1.7387788,1.4041448,-2.67424,-2.0657144,2.3249257,0.4808172,0.4726217,-3.3367827,-0.549913,-1.7237844,-0.7459859,-1.9124885,-1.1131682,1.3729638,-2.5084593,0.20066486,1.7878664,-0.61732316,0.5945314,0.5234973,1.3024491,2.643806,-1.5751144,-0.14820188,-1.3674486,-0.43013352,1.7735764,-1.1092324,1.4867511,1.8142905,0.5331035,-0.14780107,-0.1342557,0.015736775,-0.37017897,1.6263539,-1.5375407,2.028564,0.14599937,0.28101358
0.2446869,-0.39317247,0.4856633,0.25701702,1.1357625,1.7724766,-2.1270363,-1.9840347,1.4255058,-1.6517036,-0.1483936,0.10415095,0.02840656,2.2435632,2.2447112,-0.2193453,-1.7833292,-1.9856443,-1.4225157,-1.4508091,0.3186871,0.23941244,-1.7443607,-0.050859466,1.4667464,-0.7238386,-2.4445405,-1.9531977,-0.2966039,0.3404056,0.9819125,-1.1978707,-0.38029975,-1.0338556,2.013176,0.22391523,-1.4033426,0.9435529,-1.2575543,-0.51608944,-0.16887712,-0.445263,-0.3478142,-0.000633457,0.2662324,2.0498831,-1.1987419,0.32827637,-1.3498012,1.0086684,0.87996554,0.4632549,0.6105708,-1.5944179,1.5241232,0.877307,0.61283475,1.5946268,-0.19277214,0.21059778,0.7262002,2.9550304,-0.513217,1.4023932
0.5663111,0.09807246,1.3098338,0.6378315,0.20236325,1.8400933,-1.5278193,-2.328776,1.0388883,-2.1380184,-0.8023031,-1.0158733,-2.4168208,2.5569415,2.525537,-0.40207613,-0.8971599,-0.50634915,-0.9976332,-0.9875374,0.9314778,1.1974984,-2.7440536,-0.7247971,1.7778292,-0.91269803,-1.6337736,-0.37849757,-1.8980054,0.2837053,1.2644236,-1.2661648,-0.8799793,0.27502936,0.82839316,-1.2313896,0.84573203,0.0067451596,-0.77415466,-1.0132478,-0.7644452,-0.6617495,-0.5559108,-1.0048661,0.28187534,2.010612,-1.4289256,-0.50896204,-0.946933,-0.5407268,0.2751342,1.6364381,-0.092452385,0.35865384,0.9804923,1.8035144,1.4557748,0.8988217,0.35063696,-0.4339909,0.19869646,2.6565666,-1.5054029,2.7521465
0.3734307,-0.8377287,-2.1204977,-2.200574,4.252274,1.7305565,-2.1869068,-2.6909745,2.5514,-2.7947443,-2.3130925,0.021360181,-1.8553708,3.2862313,3.0209541,-1.1277746,-0.24643688,0.83074534,-0.11117213,-3.2000785,1.132419,-0.45116487,-2.0523412,-0.93503255,3.895686,-0.82653904,-3.61614,0.09068998,1.864029,2.3456576,0.91901964,-1.5846673,-0.15622842,-0.051204834,-0.18331261,-2.1727743,-1.9911804,0.35720363,-0.81908804,-0.56119174,1.6166806,-0.45846337,-0.646308,-0.13730305,3.7877889,2.2394567,-2.200621,-0.6770021,-2.863996,0.4187672,-1.2979238,-2.8768313,2.434489,1.7905629,0.42763942,3.0144665,0.5196121,0.59063554,0.61880803,0.41337448,-3.3538105,1.8767865,-1.1704401,-0.37185505
