0.30146727,0.6439966,3.0007317,-1.240375,0.94049835,-1.0080476,1.3392458,1.5245728,-0.20678023,1.9501868,-0.50289154,2.179369,-1.1787667,0.02767247,1.6855087,-1.2942293
-0.7517029,0.19010615,1.1952974,0.031938262,1.1580924,2.7212303,-2.197575,-2.0538328,0.13842657,3.5425358,-1.2731602,0.42077744,0.062462114,-0.5130775,1.415415,1.6560264
1.1192806,0.4702484,1.2070063,-0.14984359,0.08332695,3.7277148,-1.6898301,-3.0227165,-1.7567459,2.7966027,-0.17186552,-0.407602,0.7572287,-1.2360963,0.66226304,2.4078357
2.8814957,0.5071329,0.1049006,-0.5180683,0.53738403,3.4782062,-2.1509037,-3.1943164,-2.9155197,2.6301737,0.20598996,0.7705625,0.79282004,-1.0701878,0.60573363,2.4357889
-0.5198671,1.1416075,-2.1879847,-0.020987062,-0.14925542,1.7891437,0.15148322,-1.9953719,0.86554486,4.082736,2.6251237,0.850884,0.77192694,0.76328135,-0.23618317,1.2522074
1.5952586,-0.051927447,1.1528031,-2.1493242,-1.0970315,-0.067319125,-0.8330714,-1.1787333,-1.5623217,2.9786396,-2.1035507,2.5677474,1.8438239,1.195893,-1.3172737,1.2817277
1.3084502,0.07826494,0.33321503,-2.0320194,-1.4027148,0.8042986,-1.173844,-1.8467205,-1.0076199,3.3852887,-1.58494,2.4261005,2.304725,0.951458,-1.8557156,2.0583904
0.2263923,0.43257564,0.32587227,-2.3968697,-1.6653472,0.25777942,-0.5920414,-1.4648331,-0.3874749,4.300922,-1.0310633,2.5077634,1.9043715,0.99769664,-1.8655807,1.8110703
1.9963139,-0.04115662,1.6040759,-1.5318464,-2.3570373,0.26445332,0.09230709,-0.9660246,-2.01847,3.053268,-0.55116504,1.7537981,2.7729511,0.90832686,-2.9643455,1.2228405
2.3456285,0.43549138,0.19389014,-2.6218412,-2.0689476,-0.41042173,0.44462723,-1.1946794,-2.6076844,3.833767,0.46087766,3.5566568,2.3453758,0.9563429,-2.6518934,1.4221294
2.5593777,0.75958306,-0.70435786,-2.4779642,-1.8102423,-1.0130194,1.0712062,-0.8995934,-2.5336576,3.5684834,1.1881559,3.657325,2.1493967,1.2555846,-2.5874243,0.6833397
2.655631,0.6049278,0.6327034,-1.593138,-0.31124637,-2.5509875,2.3735447,1.5694631,-2.1467402,0.49087167,1.5101621,3.5685148,0.5636629,0.32414776,-1.1211361,-1.5022062
2.4983296,-0.06277315,-2.3402228,-2.0302815,-0.17024128,-2.5680485,-0.7957002,-0.23338675,-2.5367212,2.4343033,-0.90443015,4.0309715,1.1672885,1.7870084,-0.9141219,0.0011539161
1.5294794,1.3937191,-0.29185802,-0.8938676,1.4526113,1.9041039,0.32255697,-1.3792142,-2.1769145,2.355828,3.0428205,2.1074138,-0.37835926,-0.83526886,1.7170862,0.8057607
1.6929337,1.3000379,-1.3705927,-0.7766826,1.4948239,1.8387129,-0.11558314,-1.8563355,-2.425365,3.5013385,3.6291883,2.5161974,-0.25313553,-0.57665515,1.6328948,1.1190083
0.78265804,1.0592251,-1.3318645,-0.8116869,1.4966413,2.0188823,-0.6672428,-2.187181,-0.9499865,2.7586842,2.6158926,2.0392864,-0.18386042,-0.6396802,1.2539959,1.5065963
-1.2748584,1.2573824,0.4057508,-0.3364957,1.0146141,1.4753882,1.0138465,-1.3100216,1.0957701,3.5545783,3.2212777,1.1180521,-0.45570797,-0.43750477,1.409654,0.6058612
2.9142666,1.4005433,-0.75552654,-0.94110733,0.407145,0.07325645,2.2043815,-0.53973955,-3.2883515,2.6396208,4.293237,2.750045,0.28714234,-0.01919362,0.5587603,-0.36763728
1.9199167,1.2837954,-0.039487243,-0.9559077,0.80321985,0.58881646,1.885496,-0.98348135,-2.6466675,3.3914394,4.044173,2.716846,0.1372242,-0.43985462,1.1976608,0.03175038
2.1036851,0.9529958,-1.7007811,-0.39878967,1.9204013,2.66331,-1.7671405,-2.1838303,-2.5825605,2.578926,1.8153813,1.8955538,-0.4730997,-0.5562966,1.8287414,1.423189
-0.080615,0.4108348,-2.0438788,0.38449514,1.6860285,2.2391763,-2.107075,-1.9423491,0.34095955,3.0691528,0.63496983,0.9705774,-0.41450423,0.2556982,1.4730004,1.2716198
2.6750097,0.4263969,-1.8735092,-0.0620052,2.4655447,2.4474754,-2.8990345,-2.127008,-3.6517417,2.2393718,0.63836676,1.8972398,-0.68376994,-0.62901676,2.1793706,1.3157284
0.24036174,0.2630362,-1.7044834,-1.4479944,0.41602966,1.6690712,-1.5037653,-2.2893426,0.14978315,4.6668015,0.49999487,2.5956113,0.5101949,0.67335147,0.123565994,2.0825326
1.8535047,0.12330845,1.8977041,-1.427834,0.31557542,2.338277,-1.7546057,-2.4521403,-2.451371,3.2522254,-0.8808048,2.147147,1.1931143,-0.54156476,0.19767866,2.2894309
2.7029974,0.63209623,0.97990495,-1.4153638,-0.55788714,-2.8966048,0.5680836,1.9480016,-3.2600849,0.28148612,-2.23217,2.893764,0.6656397,1.3743955,-1.1724501,-1.5129796
-0.9779462,0.71491313,1.0300801,1.1048739,0.7404985,0.15848634,-1.2645833,1.0239341,1.1414602,2.4170747,-3.67759,-0.69912535,-0.45808792,0.9254339,1.0461155,-1.257119
2.0435135,0.95902467,1.2463378,0.6383949,1.0700675,-0.13885614,-1.3823118,1.6721475,-2.4327857,1.2692796,-3.8476324,0.20707868,-0.63909775,0.74856573,1.2950962,-1.590766
-0.80507296,0.6341832,0.78051573,0.38923213,0.35052422,-1.1456455,-0.60143656,1.7329892,0.7995388,2.787105,-3.1590161,0.45684913,-0.57307684,1.4527673,0.73327553,-1.9325749
1.4014528,0.016710117,0.54270667,1.0523174,1.1147718,1.7298409,-2.1799574,-0.44202408,-1.3499976,1.5047102,-2.9852076,-0.292903,-0.07173292,0.3382337,1.4598445,0.07800016
-1.1035428,0.5446136,2.9367428,0.00792052,0.8989583,0.32169405,-0.38125372,0.7678087,1.0521668,2.6796846,-2.0848687,0.119672015,-0.73982954,0.010920584,1.6642818,-0.8229516
0.78597057,0.26220912,0.5419802,0.7729541,1.0489374,2.2504752,-2.5496848,-0.88337135,-0.8286252,2.023955,-2.771768,-0.22713475,0.12464678,0.15227105,1.3038939,0.5566348
2.025573,0.10027201,1.3610135,0.061582834,1.4639176,2.9341955,-2.4762092,-1.6546766,-2.0963652,1.6997943,-1.7363868,0.26932967,-0.033498317,-0.5356255,1.8461974,1.2063502
-0.8409923,0.57639974,1.004128,-0.355468,0.30057853,-1.7327207,0.076323226,1.7105806,0.9111989,2.4465342,-2.3450098,1.1856359,-0.3167526,1.5712851,0.58666104,-1.8121426
0.018915534,0.84501135,1.6992164,1.0986872,0.14838791,3.5385897,-0.6384058,-1.9975017,-0.5988732,2.2432072,-0.05226907,-1.7544036,0.26746684,-1.1921433,1.0712975,1.2854097
0.86208373,0.46963078,1.3999373,0.639114,-0.9030941,2.5976763,-1.1094421,-1.8910954,-0.7184637,2.522901,-1.3170614,-0.82781017,1.5305681,-0.3510431,-0.4313963,1.3894801
1.2326995,1.4923071,-1.1184564,-0.5688805,1.7618122,-1.6068866,1.1070029,1.9789144,-2.0893898,0.288448,0.8083492,2.3794663,-1.9270492,0.38073146,2.0287328,-1.9702244
1.2252092,1.5952233,0.026159348,-0.32935077,1.5684848,-1.7516117,1.4156042,2.2259047,-1.7490913,-0.4659707,0.36599165,1.8161529,-1.8155043,-0.12581463,1.9061984,-2.0676074
-1.0069605,1.638099,0.34470838,0.38834158,1.5790211,-1.5529011,1.4844439,2.3123279,0.9973236,1.2581961,0.55116725,0.8337442,-2.1138675,0.11613698,2.1291857,-2.684589
-0.14694028,1.4227812,-0.7285429,-0.23417635,1.413044,-1.0640975,1.6623044,1.684979,0.11823232,0.49673125,1.7032802,1.3690737,-1.7837327,0.36711085,1.7222209,-1.9467238
0.0589308,1.177725,-2.660194,0.69152,1.0150427,-1.0884317,0.6690755,1.0804067,0.7220623,1.7615062,1.3906045,0.788852,-0.8560553,1.4848218,1.1801472,-1.9350152
0.92658186,1.4422169,-2.7473626,-0.5832546,1.171651,-0.5911877,0.97167647,0.5944496,-1.7429554,2.9148116,2.6468036,2.3602486,-0.6893732,1.1440985,1.2305069,-1.2056803
1.5506527,0.9832529,-3.7041857,-0.15194143,0.35525703,0.6996187,-0.5946432,-1.1235732,-2.0052276,2.739903,2.5749128,1.6081853,0.25072333,0.8344404,0.17074583,0.3895285
