-3.3909132,8.717302,2.8016338,-4.0506625,2.1511278,4.838655,-8.186275,7.717305,-7.001737,-7.971019,0.5373038,-4.8720393,-7.949511,-6.824166,1.8250087,1.7859981,-7.05924,-8.529721,-3.3131084,-7.8855658,-7.153432,-3.1197968,-7.915026,-4.0152493,-8.670315,-5.792686,4.089604,5.532265,4.3454556,-6.883971,-2.0585365,-6.063239,8.641691,-3.9276295,-10.178124,2.809811,-5.6874075,-3.3299615,-3.7364993,-2.919203,1.2804477,6.695767,-3.1652703,-2.080723,7.453456,-5.290678,-6.1432395,5.8909316,5.0975432,-5.5978274,-6.5186276,10.868097,1.370584,4.356329,5.8333607,-4.7326045,-7.8630896,-9.008301,-2.9740884,8.036987,-4.508102,-2.883727,-6.6090164,-3.6776373,1.8565571,4.1704426,-7.8128514,-2.6351433,-3.3072252,7.593224,7.7132044,-5.8728194,-5.092646,-8.413936,3.1469383,4.982869,-9.246302,9.065162,6.896594,3.1505222,6.58724,-8.668572,3.2436037,-6.5666876,-4.7014303,-2.9172027,7.3180966,-0.5482665,-6.8488183,6.776102,-5.49796,6.781473,-5.0614576,5.8312454,5.938421,2.0882747,-1.3054473,3.106691,4.5576925,-0.90762746,-6.234016,2.6988528,-3.9919047,-1.4209539,0.6170461,9.42616,0.7478674,3.3976746,6.769143,1.7090752,-4.765378,-2.4537444,0.7434059,6.4896135,-6.2074594,-3.491616,-4.1715593,-5.4627028,6.1454897,7.9579473,0.5910494,-3.4859896,4.664945,1.6202893,-0.39128748,1.4380753,5.2503223,-0.015412778
-3.9894576,10.34982,3.7842915,-4.675677,2.3836312,6.192724,-9.782385,9.118668,-8.290315,-9.6746235,0.37238687,-5.8298426,-9.535952,-8.33972,2.6554198,2.129882,-8.186551,-10.1765375,-3.8575642,-9.602609,-8.419209,-3.7352214,-9.3551445,-4.794957,-10.380335,-6.7659674,4.7009425,6.6765447,5.560596,-8.455948,-2.044382,-7.1743674,10.136919,-4.704777,-11.8943405,3.387538,-6.926066,-4.0225997,-4.3991776,-3.6902826,1.931083,8.030786,-3.9808726,-2.379991,8.810161,-6.494389,-7.3430457,7.2072735,5.9321995,-6.6475406,-7.81703,12.58368,1.9252543,5.5424733,7.3174386,-5.935345,-9.2865305,-10.726114,-3.3352752,9.646984,-5.8004975,-3.1456902,-8.002115,-4.1217384,2.35377,5.457069,-9.460931,-3.2519922,-4.0558786,8.964127,9.090678,-6.786171,-6.2777348,-9.914433,3.8107476,5.8262553,-10.827943,10.756614,8.704135,3.3562536,7.965392,-10.232439,3.7877064,-7.8891215,-6.0159087,-3.439869,8.694491,-0.25615928,-8.172961,8.016058,-6.579402,7.9946795,-6.427193,7.3537536,7.2371297,2.7000372,-1.3687229,3.35396,5.397539,-1.0002754,-7.411598,3.104871,-4.9618406,-1.5825399,0.73418075,10.893044,0.55619895,3.9309983,8.206103,2.0706882,-5.5043426,-2.5850894,1.2839258,7.7087603,-7.6549044,-4.5086713,-5.064686,-6.853417,7.324931,9.469474,1.243234,-3.9483118,5.7813005,2.5259283,-0.27059367,2.0665495,6.5707636,0.3779372
-4.0084476,10.566459,4.1464295,-4.661332,2.294636,6.4633894,-9.930297,9.331271,-8.295937,-9.908315,0.19936731,-5.8801155,-9.742044,-8.601998,3.0487597,2.1182363,-8.207935,-10.265029,-3.8206804,-9.734445,-8.507698,-3.7474089,-9.525612,-4.8243337,-10.644026,-6.865897,4.658186,6.8246517,5.948375,-8.605447,-1.898884,-7.307039,10.204265,-4.6609154,-11.991249,3.4565382,-7.1346498,-4.108368,-4.4061894,-3.943203,2.1572945,8.211913,-4.1513324,-2.3791606,8.97261,-6.644475,-7.4950337,7.357318,5.9604383,-6.5901947,-7.889196,12.686764,2.1478148,5.7931952,7.567195,-6.097103,-9.335663,-10.863705,-3.3039567,9.7833185,-5.936941,-2.9952514,-8.096831,-4.0441823,2.4403808,5.8088884,-9.687923,-3.3508558,-4.0912886,9.023655,9.211222,-6.750729,-6.449685,-9.988501,3.7479248,5.941458,-10.9082575,10.947173,9.11343,3.1987128,8.134827,-10.300118,3.8960156,-8.037187,-6.249153,-3.52613,8.703797,-0.16194089,-8.209094,8.109441,-6.735998,8.0775385,-6.632306,7.665913,7.457075,2.9358943,-1.208267,3.171479,5.378731,-1.0310159,-7.459205,3.056341,-5.018245,-1.4270885,0.68544626,10.981059,0.43503696,3.9099107,8.409318,1.9987129,-5.475886,-2.4225569,1.4466013,7.8822217,-7.9022675,-4.637308,-5.24835,-7.1294675,7.3325953,9.677069,1.5488985,-3.8439415,6.0441017,2.7484393,-0.12155346,2.1184635,6.7396483,0.6478148
-4.0629525,10.570384,4.279288,-4.5552297,2.3386307,6.5273128,-9.920186,9.3037,-8.2518425,-9.977336,0.17928302,-5.835447,-9.843986,-8.586337,3.1066487,2.061789,-8.147206,-10.295135,-3.8869963,-9.833533,-8.426532,-3.7546153,-9.488614,-4.819006,-10.65131,-6.880626,4.650584,6.9032426,6.00303,-8.708443,-1.7278655,-7.3357706,10.2536,-4.6625495,-11.960772,3.4550307,-7.2020826,-4.0450087,-4.456254,-3.9884548,2.1538253,8.25322,-4.1571894,-2.390308,9.039612,-6.695237,-7.4683824,7.479202,5.9233522,-6.557264,-7.8191614,12.665456,2.1753714,5.878035,7.621657,-6.1578007,-9.372985,-10.906231,-3.2132509,9.898473,-6.0144315,-2.9202807,-8.070292,-4.0172954,2.4746263,5.8615584,-9.777313,-3.3644278,-4.0499926,9.004494,9.224523,-6.687593,-6.4684753,-10.030333,3.76896,5.9980164,-10.908803,10.903154,9.186099,3.1233783,8.201985,-10.335646,3.890047,-8.105985,-6.37154,-3.5509489,8.6352005,-0.16619027,-8.19806,8.136214,-6.8505445,8.052565,-6.7202415,7.6963634,7.530831,3.0181096,-1.0841316,3.1037498,5.2368503,-1.0427331,-7.466662,3.0644395,-5.1065893,-1.3528881,0.6186813,10.934685,0.3987736,3.8452373,8.499111,2.0540974,-5.3509073,-2.2432327,1.4678482,7.813491,-7.952696,-4.70772,-5.2817554,-7.2453017,7.3078346,9.729067,1.6161063,-3.708781,6.072317,2.9010298,-0.04281243,2.1753206,6.7890596,0.7481069
-4.0861225,10.732462,4.2571807,-4.6821365,2.3710506,6.626904,-10.108239,9.463256,-8.447926,-10.143006,0.23858732,-5.914493,-10.020663,-8.73746,3.0535038,2.0831652,-8.340547,-10.4905205,-3.8725102,-9.984428,-8.583763,-3.809053,-9.688723,-4.915118,-10.899012,-6.981116,4.722253,6.9973817,6.077433,-8.799107,-1.8542645,-7.4449954,10.421703,-4.6718493,-12.168378,3.4864306,-7.2834964,-4.1100817,-4.544496,-4.006854,2.1753526,8.425703,-4.22191,-2.4671018,9.16461,-6.7603846,-7.5570683,7.532458,6.0524464,-6.682953,-8.012711,12.946754,2.1408508,5.929885,7.6884217,-6.1855884,-9.522438,-11.108677,-3.326459,10.058554,-6.0728135,-3.0397704,-8.21288,-4.083545,2.4472263,5.9003906,-9.885722,-3.4380834,-4.1374226,9.20555,9.398529,-6.8680005,-6.5376287,-10.213521,3.790176,6.098305,-11.120651,11.120993,9.269221,3.2857206,8.285899,-10.532596,3.929098,-8.212394,-6.4596586,-3.542472,8.828574,-0.22025488,-8.372098,8.268747,-6.930014,8.199645,-6.7665687,7.8333163,7.5874267,3.025311,-1.1786363,3.2218535,5.4532495,-1.1332359,-7.590453,3.1071973,-5.1497626,-1.4638041,0.65760183,11.166228,0.48355183,3.9129708,8.614967,2.1328962,-5.4884043,-2.3380234,1.4052757,7.9925437,-8.046153,-4.722385,-5.3385544,-7.372256,7.493307,9.950672,1.5493792,-3.8391323,6.127547,2.8389244,-0.12501569,2.1026602,6.8877244,0.6793947
-4.0008073,10.545113,4.2576995,-4.533503,2.3601542,6.4976883,-9.93776,9.323326,-8.303209,-9.94621,0.24416868,-5.790135,-9.851005,-8.517465,3.0417008,2.0846193,-8.240074,-10.285074,-3.845021,-9.786861,-8.427936,-3.7291684,-9.498923,-4.8017354,-10.673271,-6.896623,4.6095047,6.844417,6.0080357,-8.635311,-1.7820342,-7.3580174,10.271005,-4.579001,-11.948155,3.3765452,-7.1522827,-4.0482144,-4.4882083,-3.9052148,2.1151385,8.280536,-4.178046,-2.4716034,9.034538,-6.6565366,-7.3963666,7.4496436,5.93762,-6.638929,-7.8933887,12.662336,2.093791,5.7808976,7.54239,-6.062425,-9.375494,-10.960572,-3.2757502,9.90848,-5.952354,-2.9697168,-8.041512,-4.027707,2.3880463,5.8100014,-9.6723585,-3.4091365,-4.081564,9.072585,9.213303,-6.8119235,-6.385906,-10.0604725,3.7576947,5.948142,-10.988984,10.977567,9.1204195,3.1392357,8.181694,-10.363294,3.8082936,-8.045938,-6.3078504,-3.4640093,8.703699,-0.19261408,-8.269176,8.119017,-6.83352,8.039366,-6.6484256,7.6953077,7.438191,2.9581165,-1.1482242,3.1392884,5.3065124,-1.1349379,-7.472506,3.076571,-5.0961537,-1.3923149,0.64178556,10.949883,0.4672591,3.815556,8.45084,2.0594678,-5.3929567,-2.2804763,1.4397362,7.8192177,-7.8887134,-4.616582,-5.2612762,-7.2447805,7.39131,9.766372,1.616515,-3.7776802,5.9902897,2.869786,-0.09526018,2.0749378,6.742123,0.72894216
-4.080788,10.73608,4.332903,-4.5701747,2.4035418,6.610017,-10.091408,9.4544115,-8.393224,-10.1196375,0.215501,-5.891599,-9.968526,-8.6989355,3.1193135,2.0596583,-8.319651,-10.423221,-3.9251025,-9.956842,-8.548358,-3.7795846,-9.628582,-4.8585505,-10.798863,-6.964054,4.6744266,6.997263,6.1212926,-8.779064,-1.782768,-7.4237223,10.4033785,-4.657941,-12.144899,3.4724927,-7.279594,-4.1102123,-4.547316,-4.0120044,2.1668253,8.390495,-4.20101,-2.4899454,9.130775,-6.7757254,-7.58251,7.5623765,6.001423,-6.6891074,-7.974988,12.89069,2.1404173,5.9080477,7.7292314,-6.1787806,-9.469569,-11.056141,-3.2928133,10.061788,-6.0630174,-2.9942682,-8.197999,-4.0606365,2.4330032,5.9275117,-9.876888,-3.4209852,-4.1141343,9.17084,9.356716,-6.856872,-6.5210133,-10.138584,3.7782536,6.0228972,-11.099513,11.051294,9.288888,3.220163,8.312109,-10.504,3.8621833,-8.191765,-6.400145,-3.5144641,8.797606,-0.2173463,-8.348163,8.243143,-6.9407687,8.1427555,-6.7694526,7.821189,7.6115513,3.0129275,-1.1343958,3.1719904,5.376126,-1.1499151,-7.5683165,3.1167707,-5.164648,-1.3845016,0.6188736,11.12503,0.45673037,3.848203,8.607548,2.099599,-5.473756,-2.3042815,1.4807398,7.8989472,-8.045262,-4.74204,-5.325654,-7.3517337,7.446403,9.885775,1.6291492,-3.8091066,6.1350145,2.9362686,-0.091023095,2.140232,6.891345,0.72986215
-4.0618157,10.654693,4.330037,-4.5444536,2.373508,6.5783052,-10.005317,9.436446,-8.347209,-10.044151,0.21410336,-5.815346,-9.914791,-8.640442,3.1143022,1.998949,-8.264861,-10.366984,-3.9161565,-9.905108,-8.470532,-3.7340095,-9.580073,-4.79384,-10.728543,-6.946132,4.629339,6.938122,6.0746026,-8.718547,-1.7552485,-7.419936,10.338465,-4.5973973,-12.080511,3.4121814,-7.221841,-4.0834913,-4.5364513,-3.98076,2.1767125,8.316746,-4.185671,-2.423661,9.097297,-6.7373524,-7.551867,7.532539,5.985268,-6.6327586,-7.8973675,12.801407,2.1613822,5.86867,7.6986094,-6.143171,-9.4063835,-11.02358,-3.2689557,9.947528,-6.015759,-2.9743874,-8.115005,-4.0675764,2.4101744,5.939852,-9.79915,-3.4107373,-4.1065345,9.139388,9.296216,-6.807136,-6.488937,-10.075642,3.7609959,5.990238,-11.085359,10.98756,9.262897,3.1879518,8.261825,-10.441648,3.842801,-8.160768,-6.353502,-3.4952846,8.714331,-0.20022392,-8.296058,8.18908,-6.891186,8.058732,-6.7519603,7.8000007,7.545889,3.0131657,-1.0914485,3.136596,5.3388376,-1.1193532,-7.524259,3.0798979,-5.0903378,-1.3344111,0.5888282,11.049979,0.4368048,3.816497,8.559422,2.0782208,-5.446592,-2.2916431,1.4808636,7.8601446,-7.985074,-4.708332,-5.299383,-7.322536,7.363771,9.814915,1.6317133,-3.77984,6.0892005,2.8965867,-0.067501694,2.138927,6.8241296,0.7476305
-4.0879254,10.716528,4.289686,-4.6161895,2.377272,6.575921,-10.06536,9.482258,-8.403439,-10.094491,0.23782203,-5.890159,-9.987893,-8.671077,3.053305,2.0818467,-8.379559,-10.451505,-3.9459162,-9.967174,-8.562056,-3.7786083,-9.663454,-4.8748407,-10.803223,-6.991746,4.6896443,6.9647813,6.0753903,-8.788686,-1.8061028,-7.471602,10.456785,-4.6375074,-12.15289,3.456438,-7.230107,-4.118023,-4.539475,-3.9831,2.1381078,8.393326,-4.234885,-2.475329,9.16862,-6.7684617,-7.5825276,7.5609636,6.0673056,-6.7259607,-7.982894,12.87757,2.117973,5.9048367,7.6998644,-6.1683073,-9.51261,-11.078854,-3.3187368,9.995988,-6.0508304,-3.0274386,-8.153877,-4.109244,2.4368403,5.8937087,-9.875315,-3.4290779,-4.141795,9.191743,9.335032,-6.897677,-6.494507,-10.192677,3.823497,6.007496,-11.175048,11.101132,9.271573,3.2339227,8.285818,-10.540471,3.8714633,-8.192269,-6.373266,-3.5325756,8.82796,-0.19787467,-8.383565,8.22595,-6.9474015,8.145415,-6.7508783,7.8292565,7.581553,3.002176,-1.2154437,3.1990225,5.3866863,-1.1375296,-7.5616775,3.1169484,-5.153798,-1.4164091,0.6195627,11.133391,0.46066922,3.8583672,8.579839,2.1044166,-5.4960303,-2.328976,1.4372839,7.900386,-8.044613,-4.717659,-5.3136196,-7.321624,7.456512,9.865669,1.6000785,-3.8223772,6.1032596,2.8822887,-0.096210785,2.1236703,6.853093,0.69895506
-4.0739565,10.664943,4.2841105,-4.560892,2.4017544,6.565053,-10.015317,9.484978,-8.335816,-10.068393,0.23994811,-5.818351,-9.941532,-8.632671,3.0627298,2.0511093,-8.294155,-10.367397,-3.9237945,-9.877763,-8.487626,-3.7615356,-9.56994,-4.825867,-10.736092,-6.9607916,4.6356354,6.9508686,6.0440207,-8.752,-1.8008986,-7.452997,10.383286,-4.611178,-12.114063,3.4188077,-7.2081633,-4.074296,-4.5238223,-3.9728951,2.132954,8.342773,-4.1954784,-2.4933302,9.121571,-6.735798,-7.5116234,7.5180335,5.9996924,-6.6883755,-7.9376197,12.820391,2.115026,5.8548245,7.6293197,-6.1122828,-9.442936,-11.031735,-3.3070364,9.984801,-6.018027,-3.0205705,-8.084181,-4.0758452,2.38752,5.84727,-9.823702,-3.394135,-4.1435375,9.138801,9.299138,-6.842349,-6.450549,-10.123035,3.7951849,5.9952154,-11.098285,11.024314,9.225982,3.207698,8.262371,-10.443272,3.8453617,-8.151629,-6.3696337,-3.5084624,8.773103,-0.20063576,-8.342441,8.1814375,-6.925307,8.111259,-6.666939,7.798705,7.5678635,3.0028899,-1.1776829,3.172933,5.3731575,-1.1692705,-7.526599,3.0975995,-5.09826,-1.3923323,0.6119699,11.068443,0.45437038,3.8622684,8.534712,2.1132338,-5.478741,-2.2845736,1.4284666,7.8608465,-7.963012,-4.697355,-5.3048697,-7.3154173,7.4128895,9.844838,1.5740684,-3.8124194,6.054991,2.8827727,-0.11822187,2.1005743,6.8068576,0.7147394
