-0.8035316,-1.8720146,1.9877337,3.432182,1.9682348,-1.6352472,1.4458025,-2.176168,-3.5689251,-4.695082,-3.5576541,3.7554703,1.4634405,-0.98997563,-4.9447665,-1.315335,2.6512775,0.6972201,-1.5785061,-3.4515243,3.549023,0.18544233,1.1703808,-2.4857402,-4.1355557,2.1520107,2.361041,3.3768983,-2.9416354,1.1730705,2.714562,0.87911636
-0.36185342,-2.7170331,2.444971,4.9567246,2.2575412,-2.460018,2.010262,-3.1736693,-5.537805,-6.284931,-4.7151237,4.565096,2.106783,-1.8694193,-6.985629,-1.6443793,3.2430935,0.6280476,-1.8621662,-4.05885,5.049537,0.1417387,1.368906,-3.4464228,-5.080309,2.4570625,2.79303,3.992528,-4.1819563,1.5339553,3.2343054,1.0157685
-0.87596107,-2.410093,2.9337075,4.6757317,2.6394632,-2.4077399,2.316808,-2.9328177,-5.2177243,-6.594881,-4.79042,4.993594,1.8517759,-1.5828462,-6.653103,-1.7635063,3.5080438,0.9939646,-2.5659134,-4.595196,4.906705,0.086955875,1.8327204,-3.2849214,-5.5164776,3.1103835,3.0851948,4.440993,-3.976256,1.478421,3.6525178,1.1805509
-0.556077,-2.7013705,2.7399104,5.1421056,2.5227869,-2.54808,2.1399755,-3.3541045,-5.7444587,-6.561522,-4.937353,4.8450985,2.1200404,-1.8798246,-7.1166883,-1.5646921,3.500051,0.7809204,-2.2521322,-4.2217865,5.2172146,0.12746446,1.6236322,-3.4745984,-5.301894,2.7349188,2.9596648,4.2477913,-4.336961,1.6547889,3.5105689,1.0023025
-0.8363176,-2.473125,2.9595532,4.8536916,2.686132,-2.5108838,2.3189807,-3.102549,-5.4679427,-6.657226,-4.9483805,5.074883,1.964697,-1.7015896,-6.8623586,-1.7020863,3.5481083,0.91843075,-2.5877428,-4.5534563,5.0119276,0.076514095,1.8656125,-3.323435,-5.5551524,3.1014156,3.0877113,4.424336,-4.122052,1.5459028,3.6344216,1.1406326
-0.76717746,-2.4605963,2.8097832,4.849156,2.6567197,-2.4668489,2.2913954,-3.0769837,-5.468005,-6.586054,-4.9050994,4.948329,1.8874673,-1.7191347,-6.813097,-1.6051816,3.4798036,0.96277577,-2.5386925,-4.456327,5.033037,0.091339275,1.8268785,-3.3415155,-5.532734,3.1112957,3.0783048,4.3538446,-4.139641,1.6525254,3.6134183,1.061567
-0.4876517,-2.7637231,2.6726873,5.035055,2.438149,-2.637458,2.1851714,-3.3577795,-5.8580785,-6.7218795,-4.9247766,4.8810296,2.1805797,-1.9014175,-7.21223,-1.6094698,3.408406,0.75671136,-2.199583,-4.236136,5.3033347,0.11702937,1.5720067,-3.5361032,-5.454003,2.766567,2.9028325,4.3363805,-4.3103213,1.6583434,3.4831812,0.9685986
-0.75999975,-2.529135,2.9189265,4.932198,2.6120384,-2.5723214,2.333921,-3.1109943,-5.5702415,-6.7607956,-4.9369903,5.1027236,1.9553723,-1.7010598,-6.9821873,-1.7617897,3.5440278,0.9428887,-2.5323985,-4.5780373,5.139463,0.08778344,1.827813,-3.460469,-5.6239576,3.1022222,3.1077807,4.448806,-4.139636,1.548967,3.675051,1.1595956
-0.4788267,-2.7627249,2.6715512,4.946519,2.287754,-2.695263,2.1814895,-3.2710955,-5.9179735,-6.7688346,-4.845737,4.8067,2.1659112,-1.8938888,-7.220067,-1.7044946,3.3137422,0.7277886,-2.1053565,-4.193228,5.321295,0.1065595,1.4567693,-3.5556734,-5.4685545,2.6841006,2.8935206,4.329463,-4.262543,1.5788547,3.4663134,1.0420653
-0.5447688,-2.7156806,2.731469,4.8641486,2.3377662,-2.624924,2.1837895,-3.1734562,-5.7286086,-6.73059,-4.8264594,4.797536,2.0499887,-1.8867453,-7.0306334,-1.644894,3.352282,0.71215963,-2.2386672,-4.219325,5.207879,0.06751171,1.5262939,-3.4380145,-5.4484005,2.7151163,2.8821216,4.331549,-4.191393,1.6284701,3.4932394,1.0346841
-0.35936162,-2.805408,2.5208747,4.919625,2.2060237,-2.6301334,2.0552738,-3.281959,-5.804605,-6.532286,-4.6841497,4.650927,2.112083,-1.9329342,-7.0359287,-1.5817027,3.166595,0.5958604,-1.9741875,-3.9751093,5.2178154,0.059245534,1.4075023,-3.4697738,-5.193574,2.5747757,2.780977,4.1737957,-4.190125,1.6114634,3.2804534,0.96059936
-0.36392233,-2.8036447,2.5006406,5.0890536,2.3229809,-2.6624417,2.0735126,-3.3538823,-5.8702254,-6.5479326,-4.7917,4.739691,2.2064698,-1.9324768,-7.1735463,-1.5818617,3.2234764,0.64815,-2.0184546,-4.0792723,5.353925,0.11139413,1.4629989,-3.6088886,-5.209811,2.6574104,2.829583,4.2135344,-4.283174,1.6466621,3.2945979,0.99373394
-0.77214175,-2.509521,2.9065034,4.880255,2.6678638,-2.5568967,2.3617773,-3.046024,-5.519386,-6.750921,-4.9417562,5.0803714,1.9105124,-1.6868805,-6.926107,-1.74958,3.5384352,0.94713634,-2.6130078,-4.552246,5.1015162,0.059560545,1.8616915,-3.424015,-5.653934,3.1705272,3.105553,4.4216547,-4.112434,1.5672256,3.6972742,1.1856303
-0.37663668,-2.884004,2.5813787,5.0417533,2.2848418,-2.6448176,2.0636187,-3.3243222,-5.82835,-6.6044626,-4.7762775,4.770456,2.163312,-1.8693432,-7.1424975,-1.6598629,3.2659764,0.62005454,-1.9958938,-4.0546427,5.3175936,0.09133326,1.420316,-3.5681355,-5.2456894,2.5897434,2.854206,4.244385,-4.267111,1.6320907,3.3623378,1.0173548
