16	0	3	2804
16	0	12	2945
16	0	3	411
16	0	11	2818
16	0	13	2964
16	0	4	1839
16	0	4	1626
16	0	12	2546
16	0	13	651
16	0	14	1113
16	0	4	1019
16	0	4	253
16	0	3	1644
16	0	1	2183
16	0	1	1494
16	0	3	2553
16	0	1	238
16	0	4	1804
16	0	12	2934
16	0	1	305
16	0	13	2062
16	0	1	2184
16	0	19	2264
16	0	1	317
16	0	1	2852
16	0	1	279
16	0	19	41
16	0	1	1235
16	0	9	614
16	0	1	118
16	0	3	424
16	0	1	1266
16	0	19	48
16	0	3	367
16	0	3	1075
16	0	1	164
16	0	1	1487
16	0	3	368
16	0	4	2017
16	0	1	939
16	0	3	2376
16	0	13	1316
16	0	1	747
16	0	13	1065
16	0	1	85
16	0	1	168
16	0	3	224
16	0	7	1165
16	0	3	2380
16	0	1	1826
16	0	4	228
16	0	19	2059
16	0	17	1974
16	0	1	753
16	0	1	298
16	0	1	743
16	0	4	1525
16	0	12	2921
16	0	13	394
16	0	1	309
16	0	13	1226
16	0	1	1901
16	0	13	714
16	0	13	2958
16	0	3	2518
16	0	12	2936
16	0	13	2068
16	0	3	2392
16	0	4	2240
16	0	1	930
16	0	13	2129
16	0	17	822
16	0	1	2265
16	0	4	966
16	0	3	2295
16	0	1	273
16	0	13	1224
16	0	5	1200
16	0	0	629
16	0	1	928
16	0	1	1760
16	0	5	1085
16	0	3	518
16	0	1	2041
16	0	1	1234
16	0	1	2142
16	0	3	2506
16	0	1	1737
16	0	1	801
16	0	1	1558
16	0	4	2020
16	0	1	1859
16	0	3	1844
16	0	3	2571
16	0	19	1575
16	0	3	2554
16	0	13	653
16	0	3	2360
16	0	13	2896
16	0	1	81
16	0	3	2805
16	0	9	1212
16	0	3	2496
16	0	4	2000
16	0	3	2597
16	0	3	429
16	0	1	288
16	0	13	1397
16	0	4	761
16	0	4	1010
16	0	1	2771
16	0	1	742
16	0	7	1139
16	0	3	1954
16	0	4	260
16	0	3	2567
16	0	13	2608
16	0	13	2680
16	0	19	1307
16	0	1	1828
16	0	17	2342
16	0	1	1706
16	0	7	1168
16	0	1	426
16	0	1	198
16	0	3	2477
16	0	19	2744
16	0	4	1836
16	0	3	1651
16	0	3	1648
16	0	4	1718
16	0	13	1367
16	0	17	2814
16	0	3	451
16	0	1	1323
16	0	1	1042
16	0	3	2405
16	0	1	1246
16	0	13	1290
16	0	13	459
16	0	1	1041
16	0	13	2673
16	0	4	1874
16	0	1	2201
16	0	1	820
16	0	19	45
16	0	1	1268
16	0	3	2424
16	0	13	670
16	0	3	221
16	0	4	1431
16	0	1	2624
16	0	19	2754
16	0	13	390
16	0	3	2493
16	0	3	2538
16	0	19	2168
16	0	3	2483
16	0	3	2311
16	0	1	2241
16	0	4	2034
16	0	13	2687
16	0	13	2198
16	0	3	2468
16	0	3	1667
16	0	15	1161
16	0	9	1207
16	0	7	1128
16	0	1	2118
16	0	3	2584
16	0	1	1604
16	0	1	2121
16	0	19	32
16	0	4	880
16	0	1	1360
16	0	19	1573
16	0	4	768
16	0	4	885
16	0	4	957
16	0	3	2578
16	0	1	78
16	0	13	2897
16	0	19	2058
16	0	19	1574
16	0	3	216
16	0	1	27
16	0	4	536
16	0	1	2248
16	0	13	2199
16	0	1	2848
16	0	3	2409
16	0	13	2705
16	0	1	293
16	0	1	1881
16	0	13	647
16	0	1	12
16	0	1	2772
16	0	17	718
16	0	1	1554
16	0	4	192
16	0	3	1653
16	0	1	1403
16	0	1	2849
16	0	3	2809
16	0	3	2362
16	0	3	218
16	0	4	888
16	0	1	1338
16	0	1	90
16	0	4	1939
16	0	1	2967
16	0	5	1185
16	0	1	333
16	0	1	1825
16	0	1	232
16	0	1	2857
16	0	17	1965
16	0	4	1015
16	0	4	1915
16	0	3	2304
16	0	12	2356
16	0	1	816
16	0	1	1703
16	0	1	261
16	0	4	251
16	0	3	1074
16	0	13	104
16	0	4	774
16	0	1	2123
16	0	1	1506
16	0	13	709
16	0	1	125
16	0	3	372
16	0	3	2421
16	0	13	2699
16	0	4	1813
16	0	4	1873
16	0	3	209
16	0	1	756
16	0	19	151
16	0	19	67
16	0	1	1324
16	0	1	241
16	0	1	1508
16	0	17	1470
16	0	3	1953
16	0	1	805
16	0	7	1140
16	0	19	2074
16	0	1	311
16	0	1	1352
16	0	3	501
16	0	4	259
16	0	1	948
16	0	7	1095
16	0	3	2521
16	0	3	2802
16	0	19	44
16	0	3	2374
16	0	3	2491
16	0	17	1978
16	0	1	338
16	0	19	1279
16	0	3	1657
16	0	4	1853
16	0	1	557
16	0	5	1088
16	0	12	1217
16	0	4	1913
16	0	13	2696
16	0	1	2088
16	0	13	1443
16	0	1	909
16	0	19	58
16	0	13	486
16	0	3	1647
16	0	1	98
16	0	1	1868
16	0	12	1220
16	0	4	858
16	0	1	945
16	0	3	2367
16	0	4	2030
16	0	19	2753
16	0	3	2300
16	0	4	1801
16	0	5	1180
16	0	4	170
16	0	1	1560
16	0	1	1404
16	0	5	1182
16	0	13	2641
16	0	17	1679
16	0	19	548
16	0	3	604
16	0	4	1989
16	0	4	2013
16	0	13	655
16	0	3	1446
16	0	3	1663
16	0	13	1434
16	0	5	1181
16	0	3	2475
16	0	1	552
16	0	3	412
16	0	1	2102
16	0	1	700
16	0	4	767
16	0	1	1043
16	0	1	325
16	0	3	2384
16	0	1	755
16	0	3	2515
16	0	7	1132
16	0	13	1441
16	0	13	1459
16	0	1	2134
16	0	17	2832
16	0	3	2436
16	0	17	1673
16	0	12	2660
16	0	1	2037
16	0	5	1090
16	0	9	1205
16	0	1	2192
16	0	1	1754
16	0	8	1158
16	0	1	1411
16	0	5	1091
16	0	1	427
16	0	7	1134
16	0	3	2580
16	0	4	764
16	0	4	968
16	0	13	2685
16	0	4	1688
16	0	1	264
16	0	1	2243
16	0	13	2137
16	0	3	1649
16	0	3	2461
16	0	1	1500
16	0	13	2870
16	0	17	2842
16	0	4	1896
16	0	3	504
16	0	13	737
16	0	1	1600
16	0	3	2577
16	0	4	225
16	0	4	874
16	0	4	977
16	0	1	287
16	0	12	2351
16	0	19	33
16	0	13	2874
16	0	1	1534
16	0	4	1040
16	0	3	2235
16	0	1	558
16	0	3	2433
16	0	12	2657
16	0	17	828
16	0	1	1725
16	0	1	1903
16	0	9	610
